,movieId,rating
0,as1,3.4671314741035855
1,as10,3.439571150097466
2,as100,3.609302325581395
3,as1000,3.556701030927835
4,as1001,3.5852878464818763
5,as1002,3.5997830802603037
6,as1003,3.5098253275109172
7,as1004,3.4835051546391753
8,as1005,3.577004219409283
9,as1006,3.478215767634855
10,as1007,3.5626304801670146
11,as1008,3.447198275862069
12,as1009,3.503061224489796
13,as101,3.5323590814196244
14,as1010,3.60752688172043
15,as1011,3.408811475409836
16,as1012,3.5265748031496065
17,as1013,3.6188436830835116
18,as1014,3.4899193548387095
19,as1015,3.5838445807770962
20,as1016,3.520661157024793
21,as1017,3.5757575757575757
22,as1018,3.5658995815899583
23,as1019,3.482832618025751
24,as102,3.4162735849056602
25,as1020,3.562381852551985
26,as1021,3.591880341880342
27,as1022,3.5427698574338087
28,as1023,3.50796812749004
29,as1024,3.543824701195219
30,as1025,3.5737527114967462
31,as1026,3.5226781857451406
32,as1027,3.5134228187919465
33,as1028,3.478439425051335
34,as1029,3.5921325051759836
35,as103,3.5795964125560538
36,as1030,3.558212058212058
37,as1031,3.5
38,as1032,3.4989690721649485
39,as1033,3.5096359743040684
40,as1034,3.5799220272904484
41,as1035,3.5052301255230125
42,as1036,3.5582329317269075
43,as1037,3.5339366515837103
44,as1038,3.6294466403162056
45,as1039,3.559734513274336
46,as104,3.5388888888888888
47,as1040,3.530590717299578
48,as1041,3.4946120689655173
49,as1042,3.5551181102362204
50,as1043,3.505364806866953
51,as1044,3.426695842450766
52,as1045,3.5422832980972516
53,as1046,3.6373390557939915
54,as1047,3.518987341772152
55,as1048,3.445770065075922
56,as1049,3.535211267605634
57,as105,3.582089552238806
58,as1050,3.576923076923077
59,as1051,3.5233009708737866
60,as1052,3.546201232032854
61,as1053,3.511340206185567
62,as1054,3.521696252465483
63,as1055,3.609730848861284
64,as1056,3.53862660944206
65,as1057,3.5686274509803924
66,as1058,3.529835390946502
67,as1059,3.508
68,as106,3.523421588594705
69,as1060,3.5464135021097047
70,as1061,3.471057884231537
71,as1062,3.559748427672956
72,as1063,3.534136546184739
73,as1064,3.5366598778004072
74,as1065,3.4701986754966887
75,as1066,3.5301075268817206
76,as1067,3.559912854030501
77,as1068,3.5225409836065573
78,as1069,3.6065400843881856
79,as107,3.5838852097130243
80,as1070,3.473372781065089
81,as1071,3.5369127516778525
82,as1072,3.591
83,as1073,3.63412017167382
84,as1074,3.5326797385620914
85,as1075,3.5435222672064777
86,as1076,3.502988047808765
87,as1077,3.4832589285714284
88,as1078,3.5144628099173554
89,as1079,3.5615384615384613
90,as108,3.5558882235528944
91,as1080,3.5065298507462686
92,as1081,3.6044444444444443
93,as1082,3.502155172413793
94,as1083,3.513100436681223
95,as1084,3.5384615384615383
96,as1085,3.5496957403651117
97,as1086,3.625277161862528
98,as1087,3.520876826722338
99,as1088,3.459958932238193
100,as1089,3.5320910973084887
101,as109,3.5541586073500966
102,as1090,3.47
103,as1091,3.4616104868913857
104,as1092,3.541322314049587
105,as1093,3.5728744939271255
106,as1094,3.5287907869481767
107,as1095,3.562977099236641
108,as1096,3.4801762114537445
109,as1097,3.5496828752642706
110,as1098,3.5555555555555554
111,as1099,3.5813008130081303
112,as11,3.607068607068607
113,as110,3.479296066252588
114,as1100,3.6004228329809727
115,as1101,3.5955882352941178
116,as1102,3.467021276595745
117,as1103,3.4731285988483687
118,as1104,3.5768463073852295
119,as1105,3.549689440993789
120,as1106,3.4897330595482545
121,as1107,3.5414141414141413
122,as1108,3.504863813229572
123,as1109,3.5137420718816066
124,as111,3.4958071278825997
125,as1110,3.530501089324619
126,as1111,3.508492569002123
127,as1112,3.539961013645224
128,as1113,3.558653846153846
129,as1114,3.533811475409836
130,as1115,3.5337301587301586
131,as1116,3.5221518987341773
132,as1117,3.4862579281183934
133,as1118,3.5924731182795697
134,as1119,3.5782442748091605
135,as112,3.5514541387024607
136,as1120,3.5258426966292133
137,as1121,3.5594713656387666
138,as1122,3.4548387096774196
139,as1123,3.4559426229508197
140,as1124,3.5113168724279835
141,as1125,3.5340681362725452
142,as1126,3.4222648752399234
143,as1127,3.5542797494780793
144,as1128,3.6453252032520327
145,as1129,3.5894495412844036
146,as113,3.534
147,as1130,3.587527352297593
148,as1131,3.5593047034764824
149,as1132,3.487128712871287
150,as1133,3.6014644351464433
151,as1134,3.5190677966101696
152,as1135,3.454070981210856
153,as1136,3.5412371134020617
154,as1137,3.528865979381443
155,as1138,3.460850111856823
156,as1139,3.673580786026201
157,as114,3.502044989775051
158,as1140,3.5307101727447217
159,as1141,3.6257731958762887
160,as1142,3.503177966101695
161,as1143,3.520533880903491
162,as1144,3.4935344827586206
163,as1145,3.506289308176101
164,as1146,3.607608695652174
165,as1147,3.539832285115304
166,as1148,3.497872340425532
167,as1149,3.4702643171806167
168,as115,3.520366598778004
169,as1150,3.5326530612244897
170,as1151,3.4793926247288502
171,as1152,3.542619542619543
172,as1153,3.5157894736842104
173,as1154,3.574725274725275
174,as1155,3.570539419087137
175,as1156,3.566600397614314
176,as1157,3.581699346405229
177,as1158,3.5149892933618845
178,as1159,3.674586776859504
179,as116,3.6190965092402463
180,as1160,3.501126126126126
181,as1161,3.531958762886598
182,as1162,3.4565217391304346
183,as1163,3.4596456692913384
184,as1164,3.5997782705099777
185,as1165,3.561111111111111
186,as1166,3.5064655172413794
187,as1167,3.4310699588477367
188,as1168,3.5242105263157897
189,as1169,3.456475583864119
190,as117,3.5725108225108224
191,as1170,3.5
192,as1171,3.447983014861996
193,as1172,3.491471215351812
194,as1173,3.4988888888888887
195,as1174,3.475824175824176
196,as1175,3.5551181102362204
197,as1176,3.544230769230769
198,as1177,3.5563829787234043
199,as1178,3.5260960334029225
200,as1179,3.530398322851153
201,as118,3.493801652892562
202,as1180,3.5539419087136928
203,as1181,3.6693386773547094
204,as1182,3.536263736263736
205,as1183,3.5613026819923372
206,as1184,3.556297709923664
207,as1185,3.5072614107883817
208,as1186,3.4721627408993574
209,as1187,3.5358649789029535
210,as1188,3.475149105367793
211,as1189,3.487473903966597
212,as119,3.6341463414634148
213,as1190,3.582150101419878
214,as1191,3.5277777777777777
215,as1192,3.5826693227091635
216,as1193,3.5099800399201597
217,as1194,3.5175983436853
218,as1195,3.6142557651991614
219,as1196,3.517505470459519
220,as1197,3.5214132762312635
221,as1198,3.563265306122449
222,as1199,3.578895463510848
223,as12,3.569072164948454
224,as120,3.446938775510204
225,as1200,3.4917355371900825
226,as1201,3.4950396825396823
227,as1202,3.4979423868312756
228,as1203,3.5922619047619047
229,as1204,3.489517819706499
230,as1205,3.513888888888889
231,as1206,3.485651214128035
232,as1207,3.4541577825159915
233,as1208,3.648106904231626
234,as1209,3.5450733752620547
235,as121,3.5493562231759657
236,as1210,3.5847826086956522
237,as1211,3.477801268498943
238,as1212,3.578470824949698
239,as1213,3.534412955465587
240,as1214,3.553061224489796
241,as1215,3.566346153846154
242,as1216,3.5128755364806867
243,as1217,3.4948347107438016
244,as1218,3.535425101214575
245,as1219,3.472945891783567
246,as122,3.528541226215645
247,as1220,3.5623781676413255
248,as1221,3.497912317327766
249,as1222,3.482318271119843
250,as1223,3.520242914979757
251,as1224,3.601279317697228
252,as1225,3.5
253,as1226,3.529350104821803
254,as1227,3.4845041322314048
255,as1228,3.5229759299781183
256,as1229,3.586206896551724
257,as123,3.4477611940298507
258,as1230,3.5189309576837418
259,as1231,3.5369198312236287
260,as1232,3.5284552845528454
261,as1233,3.4968354430379747
262,as1234,3.5818363273453095
263,as1235,3.4860788863109047
264,as1236,3.564516129032258
265,as1237,3.489539748953975
266,as1238,3.5236559139784944
267,as1239,3.5628997867803838
268,as124,3.40599173553719
269,as1240,3.533487297921478
270,as1241,3.4745222929936306
271,as1242,3.518279569892473
272,as1243,3.558764940239044
273,as1244,3.566666666666667
274,as1245,3.546666666666667
275,as1246,3.502288329519451
276,as1247,3.433628318584071
277,as1248,3.5
278,as1249,3.4427645788336934
